source_file,window,source_tag,source_mode,source_tier,source_champion,champion,champion_slug,games,winrate,pickrate,item_id1,item_id2,item_id3,item_id4,item_id5,item_en1,item_en2,item_en3,item_en4,item_en5,item_zh1,item_zh2,item_zh3,item_zh4,item_zh5
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,58,62.07,0.82,223153,223124,223091,223302,226665,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,Terminus,"Jak'Sho, The Protean",殞落王者之劍,鬼索的狂暴之刃,智慧末刃,臨界點,千變萬化之賈克修
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,57,49.12,0.81,223153,223124,223091,226665,223302,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,"Jak'Sho, The Protean",Terminus,殞落王者之劍,鬼索的狂暴之刃,智慧末刃,千變萬化之賈克修,臨界點
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,31,70.97,0.44,223153,223124,223091,223302,223139,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,Terminus,Mercurial Scimitar,殞落王者之劍,鬼索的狂暴之刃,智慧末刃,臨界點,水星彎刀
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,25,52.0,0.35,223153,223124,223302,223091,226665,Blade of The Ruined King,Guinsoo's Rageblade,Terminus,Wit's End,"Jak'Sho, The Protean",殞落王者之劍,鬼索的狂暴之刃,臨界點,智慧末刃,千變萬化之賈克修
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,24,54.17,0.34,223153,223124,223091,226665,223139,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,"Jak'Sho, The Protean",Mercurial Scimitar,殞落王者之劍,鬼索的狂暴之刃,智慧末刃,千變萬化之賈克修,水星彎刀
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,23,34.78,0.33,223153,223124,223302,226665,223143,Blade of The Ruined King,Guinsoo's Rageblade,Terminus,"Jak'Sho, The Protean",Randuin's Omen,殞落王者之劍,鬼索的狂暴之刃,臨界點,千變萬化之賈克修,蘭頓之兆
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,20,50.0,0.28,223153,223124,223302,226665,223091,Blade of The Ruined King,Guinsoo's Rageblade,Terminus,"Jak'Sho, The Protean",Wit's End,殞落王者之劍,鬼索的狂暴之刃,臨界點,千變萬化之賈克修,智慧末刃
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,14,50.0,0.2,223153,223124,223091,226665,223072,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,"Jak'Sho, The Protean",Bloodthirster,殞落王者之劍,鬼索的狂暴之刃,智慧末刃,千變萬化之賈克修,嗜血者
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,14,50.0,0.2,223153,223124,223302,226665,223072,Blade of The Ruined King,Guinsoo's Rageblade,Terminus,"Jak'Sho, The Protean",Bloodthirster,殞落王者之劍,鬼索的狂暴之刃,臨界點,千變萬化之賈克修,嗜血者
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,13,46.15,0.18,223153,223124,223302,223091,223139,Blade of The Ruined King,Guinsoo's Rageblade,Terminus,Wit's End,Mercurial Scimitar,殞落王者之劍,鬼索的狂暴之刃,臨界點,智慧末刃,水星彎刀
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,13,76.92,0.18,223153,223124,223091,223302,223072,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,Terminus,Bloodthirster,殞落王者之劍,鬼索的狂暴之刃,智慧末刃,臨界點,嗜血者
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,12,66.67,0.17,223153,223091,223124,223302,226665,Blade of The Ruined King,Wit's End,Guinsoo's Rageblade,Terminus,"Jak'Sho, The Protean",殞落王者之劍,智慧末刃,鬼索的狂暴之刃,臨界點,千變萬化之賈克修
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,11,72.73,0.16,223153,223124,223091,223302,226672,Blade of The Ruined King,Guinsoo's Rageblade,Wit's End,Terminus,Kraken Slayer,殞落王者之劍,鬼索的狂暴之刃,智慧末刃,臨界點,海妖殺手
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,10,60.0,0.14,223153,223124,223302,223072,226665,Blade of The Ruined King,Guinsoo's Rageblade,Terminus,Bloodthirster,"Jak'Sho, The Protean",殞落王者之劍,鬼索的狂暴之刃,臨界點,嗜血者,千變萬化之賈克修
vayne_aram_d2_plus_7d_sets.csv,7d,aram_d2_plus,aram,d2_plus,vayne,vayne,vayne,8,87.5,0.11,223153,223091,223124,226665,223139,Blade of The Ruined King,Wit's End,Guinsoo's Rageblade,"Jak'Sho, The Protean",Mercurial Scimitar,殞落王者之劍,智慧末刃,鬼索的狂暴之刃,千變萬化之賈克修,水星彎刀
